latitude,longitude,Dataset,title,thumbnail_url,artist_name,year,art_type,location_description,geom,address
34.018798,-118.206665,Nancy Tovar East LA Mural Collection,Moratorium the Black and White Mural,images/Tovar/21198-zz0025ngmr_1704498_thumbnail.jpg,Willie Herrón III and Gronk,1973,,Mural located at 3221 Olympic Blvd. at the Estrada Courts housing projects.,"34.018798,-118.20666499999999","1398, South Lorena Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.018798,-118.206665,Nancy Tovar East LA Mural Collection,Moratorium the Black and White Mural,images/Tovar/21198-zz0025ngrt_1704546_thumbnail.jpg,Willie Herrón III and Gronk,1973,,Mural located at 3221 Olympic Blvd. at the Estrada Courts housing projects.,"34.018798,-118.20666499999999","1398, South Lorena Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.018798,-118.206665,Nancy Tovar East LA Mural Collection,Moratorium the Black and White Mural,images/Tovar/21198-zz0025ngn8_1704537_thumbnail.jpg,Willie Herrón III and Gronk,1973,,Mural located at 3221 Olympic Blvd. at theEstrada Courts housing projects.,"34.018798,-118.20666499999999","1398, South Lorena Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.018798,-118.206665,Nancy Tovar East LA Mural Collection,Moratorium the Black and White Mural,images/Tovar/21198-zz0025ngps_1704540_thumbnail.jpg,Willie Herrón III and Gronk,1973,,Mural located at 3221 Olympic Blvd. at theEstrada Courts housing projects.,"34.018798,-118.20666499999999","1398, South Lorena Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.018798,-118.206665,Nancy Tovar East LA Mural Collection,Moratorium the Black and White Mural,images/Tovar/21198-zz0025ngq9_1704543_thumbnail.jpg,Willie Herrón III and Gronk,1975,,Mural located at 3221 Olympic Blvd. at theEstrada Courts housing projects.,"34.018798,-118.20666499999999","1398, South Lorena Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.018798,-118.206665,Nancy Tovar East LA Mural Collection,Moratorium the Black and White Mural,images/Tovar/21198-zz0025ngsb_1704549_thumbnail.jpg,Willie Herrón III and Gronk,1973,,Mural located at 3221 Olympic Blvd. at theEstrada Courts housing projects.,"34.018798,-118.20666499999999","1398, South Lorena Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.018798,-118.206665,Nancy Tovar East LA Mural Collection,Moratorium the Black and White Mural,images/Tovar/21198-zz0025ngtv_1704561_thumbnail.jpg,Willie Herrón III and Gronk,1973,,Mural located at 3221 Olympic Blvd. at theEstrada Courts housing projects.,"34.018798,-118.20666499999999","1398, South Lorena Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.018798,-118.206665,Nancy Tovar East LA Mural Collection,Moratorium the Black and White Mural,images/Tovar/21198-zz0025ngvc_1704568_thumbnail.jpg,Willie Herrón III and Gronk,1973,,Mural located at 3221 Olympic Blvd. at theEstrada Courts housing projects.,"34.018798,-118.20666499999999","1398, South Lorena Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.057837,-118.196475,Nancy Tovar East LA Mural Collection,Nico's Meat Market,images/Tovar/21198-zz0025ktmp_1703352_thumbnail.jpg,Unknown,1976,,Nico's Meat Market,"34.057837,-118.196475","2705, Lancaster Avenue, Ramona Gardens, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.057837,-118.196475,Nancy Tovar East LA Mural Collection,Nico's Meat Market,images/Tovar/21198-zz0025qd5z_1833150_thumbnail.jpg,Unknown,1976,,Nico's Meat Market,"34.057837,-118.196475","2705, Lancaster Avenue, Ramona Gardens, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.020215,-118.208727,Nancy Tovar East LA Mural Collection,Ocean Fantasy,images/Tovar/21198-zz0025np0b_1704273_thumbnail.jpg,The Muralistics,1975,,Mural located at 3280 Glenn Ave at the Estrada Courts housing projects.,"34.020215,-118.208727","3286, Glenn Avenue, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.020761,-118.207828,Nancy Tovar East LA Mural Collection,Olympia,images/Tovar/21198-zz0025nj0d_1704812_thumbnail.jpg,"Felix, Charles W. (American painter, sculptor, and muralist, died 1990)",1976,,Mural located at 3310 Hunter St. at the Estrada Courts housing projects.,"34.020761,-118.207828","3304, Hunter Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.019366,-118.206346,Nancy Tovar East LA Mural Collection,Orale Raza,images/Tovar/21198-zz0025ngbm_1704450_thumbnail.jpg,"Fierro, Frank",1974-1979,,Mural located at 1319 Lorena St. at the Estrada Courts housing projects.,"34.019366,-118.206346","1399, South Lorena Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.019366,-118.206346,Nancy Tovar East LA Mural Collection,Orale Raza,images/Tovar/21198-zz0025ngc4_1704453_thumbnail.jpg,"Fierro, Frank",1974-1979,,Mural located at 1319 Lorena St. at the Estrada Courts housing projects.,"34.019366,-118.206346","1399, South Lorena Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.019366,-118.206346,Nancy Tovar East LA Mural Collection,Orale Raza,images/Tovar/21198-zz0025ngdn_1704456_thumbnail.jpg,"Fierro, Frank",1974 - 1979,,Mural located at 1319 Lorena St. at the Estrada Courts housing projects.,"34.019366,-118.206346","1399, South Lorena Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.040602,-118.161909,Nancy Tovar East LA Mural Collection,Our Lady of Guadalupe,images/Tovar/21198-zz0025kv5f_1702717_thumbnail.jpg,David A. Lopez and Sam Zepeda,1975,,Brooklyn and Mednik,"34.040602,-118.16190900000001","Metro 68, 770, Cesar E Chavez Avenue, Maravilla, East Los Angeles, Los Angeles County, California, 9022, United States"
34.040602,-118.161909,Nancy Tovar East LA Mural Collection,Our Lady of Guadalupe,images/Tovar/21198-zz0025m1kh_1702724_thumbnail.jpg,David A. Lopez and Sam Zepeda,1976,,Cesar Chavez and Mednik (mural on Mednik)Designer David A. Lopez and Sam Zepeda,"34.040602,-118.16190900000001","Metro 68, 770, Cesar E Chavez Avenue, Maravilla, East Los Angeles, Los Angeles County, California, 9022, United States"
34.040602,-118.161909,Nancy Tovar East LA Mural Collection,Our Lady of Guadalupe,images/Tovar/21198-zz0025m1p2_1702741_thumbnail.jpg,David A. Lopez and Sam Zepeda,1976,,Cesar Chavez and MednikDesigner David A. Lopez and Sam Zepeda,"34.040602,-118.16190900000001","Metro 68, 770, Cesar E Chavez Avenue, Maravilla, East Los Angeles, Los Angeles County, California, 9022, United States"
34.040602,-118.161909,Nancy Tovar East LA Mural Collection,Our Lady of Guadalupe,images/Tovar/21198-zz0025m1qk_1702748_thumbnail.jpg,David A. Lopez and Sam Zepeda,1976,,Cesar Chavez and MednikDesigner David A. Lopez and Sam Zepeda,"34.040602,-118.16190900000001","Metro 68, 770, Cesar E Chavez Avenue, Maravilla, East Los Angeles, Los Angeles County, California, 9022, United States"
34.040602,-118.161909,Nancy Tovar East LA Mural Collection,Our Lady of Guadalupe,images/Tovar/21198-zz0025m1t4_1702763_thumbnail.jpg,David A. Lopez and Sam Zepeda,1975,,Cesar Chavez and MednikDesigner David A. Lopez and Sam Zepeda,"34.040602,-118.16190900000001","Metro 68, 770, Cesar E Chavez Avenue, Maravilla, East Los Angeles, Los Angeles County, California, 9022, United States"
34.040602,-118.161909,Nancy Tovar East LA Mural Collection,Our Lady of Guadalupe,images/Tovar/21198-zz0025m1xp_1702786_thumbnail.jpg,David A. Lopez and Sam Zepeda,1975,,Cesar Chavez and MednikDesigner David A. Lopez and Sam Zepeda,"34.040602,-118.16190900000001","Metro 68, 770, Cesar E Chavez Avenue, Maravilla, East Los Angeles, Los Angeles County, California, 9022, United States"
34.040602,-118.161909,Nancy Tovar East LA Mural Collection,Our Lady of Guadalupe,images/Tovar/21198-zz0025m1z6_1702792_thumbnail.jpg,David A. Lopez and Sam Zepeda,1975,,Cesar Chavez and MednikDesigner David A. Lopez and Sam Zepeda,"34.040602,-118.16190900000001","Metro 68, 770, Cesar E Chavez Avenue, Maravilla, East Los Angeles, Los Angeles County, California, 9022, United States"
34.040602,-118.161909,Nancy Tovar East LA Mural Collection,Our Lady of Guadalupe,images/Tovar/21198-zz0025m206_1702795_thumbnail.jpg,David A. Lopez and Sam Zepeda,1975,,Cesar Chavez and MednikDesigner David A. Lopez and Sam Zepeda,"34.040602,-118.16190900000001","Metro 68, 770, Cesar E Chavez Avenue, Maravilla, East Los Angeles, Los Angeles County, California, 9022, United States"
34.040602,-118.161909,Nancy Tovar East LA Mural Collection,Our Lady of Guadalupe,images/Tovar/21198-zz0025m227_1702798_thumbnail.jpg,David A. Lopez and Sam Zepeda,1975,,Cesar Chavez and MednikDesigner David A. Lopez and Sam Zepeda,"34.040602,-118.16190900000001","Metro 68, 770, Cesar E Chavez Avenue, Maravilla, East Los Angeles, Los Angeles County, California, 9022, United States"
34.040602,-118.161909,Nancy Tovar East LA Mural Collection,Our Lady of Guadalupe,images/Tovar/21198-zz0025m1nj_1702735_thumbnail.jpg,"Zepeda, Sam|~|Lopez, David (American muralist and production , active 20th century)",1973,,"Mural is located on Brooklyn Ave (today Cesar E. Chavez Ave) and Mednik on the exterior of the Community Development Commission. It was originally painted on a wall of one of the old Casa Maravilla housing project bungalows. The adjacent panel primarily a poem was dedicated to a young gang member killed by gang violence. When the old housing project was torn down in 1975, the Housing Authority saved these two walls and eventually placed them here.","34.040602,-118.16190900000001","Metro 68, 770, Cesar E Chavez Avenue, Maravilla, East Los Angeles, Los Angeles County, California, 9022, United States"
34.040602,-118.161909,Nancy Tovar East LA Mural Collection,Our Lady of Guadalupe,images/Tovar/21198-zz0025m1sm_1702756_thumbnail.jpg,"Zepeda, Sam|~|Lopez, David (American muralist and production , active 20th century)",1973,,"Mural is located on Brooklyn Ave (today Cesar E. Chavez Ave) and Mednik on the exterior of the Community Development Commission. It was originally painted on a wall of one of the old Casa Maravilla housing project bungalows. The adjacent panel primarily a poem was dedicated to a young gang member killed by gang violence. When the old housing project was torn down in 1975, the Housing Authority saved these two walls and eventually placed them here.","34.040602,-118.16190900000001","Metro 68, 770, Cesar E Chavez Avenue, Maravilla, East Los Angeles, Los Angeles County, California, 9022, United States"
34.040602,-118.161909,Nancy Tovar East LA Mural Collection,Our Lady of Guadalupe,images/Tovar/21198-zz0025m1vn_1702774_thumbnail.jpg,"Zepeda, Sam|~|Lopez, David (American muralist and production , active 20th century)",1973,,"Mural is located on Brooklyn Ave (today Cesar E. Chavez Ave) and Mednik on the exterior of the Community Development Commission. It was originally painted on a wall of one of the old Casa Maravilla housing project bungalows. The adjacent panel primarily a poem was dedicated to a young gang member killed by gang violence. When the old housing project was torn down in 1975, the Housing Authority saved these two walls and eventually placed them here.","34.040602,-118.16190900000001","Metro 68, 770, Cesar E Chavez Avenue, Maravilla, East Los Angeles, Los Angeles County, California, 9022, United States"
34.046589,-118.207768,Nancy Tovar East LA Mural Collection,Our People,images/Tovar/21198-zz0025q3sx_1708279_thumbnail.jpg,"Yepes, George (American muralist and painter, 1955)|~|Carrasco, Barbara, 1955-|~|Sakai, Rod|~|Valadez, John (American muralist, born 1951)|~|Avila, Glenna Boltuch (American muralist, born 1953)|~|Callejo, Carlos (American muralist, born 1930)|~|LimoÌn, Leo",1978,,"This mural is the second to occupy this same wall. In about 1974 Frank Romero covered 200 square feet with a whimsical spray can heart. In 1978 the Citywide Mural Project brought together several s to paint OUR PEOPLE (70' x 16'). Among those involved were John Valadez, Barbara Carrasco, Glenna Boltuch (Avila), Carlos Callejo, Leo LimÂ¢n, George Yepes, and Rod Sakai. In the early 1980s that mural was destroyed when new earthquake codes required Payless Shoes to add steel H-beams and make other improvements to its unreinforced masonry building.","34.046589000000004,-118.20776799999999","Metro 251, 252, 605, Soto Street, Brooklyn Heights, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.046589,-118.207768,Nancy Tovar East LA Mural Collection,Our People,images/Tovar/21198-zz0025q3x0_1708290_thumbnail.jpg,"Yepes, George (American muralist and painter, 1955)|~|Carrasco, Barbara, 1955-|~|Sakai, Rod|~|Valadez, John (American muralist, born 1951)|~|Avila, Glenna Boltuch (American muralist, born 1953)|~|Callejo, Carlos (American muralist, born 1930)|~|LimoÌn, Leo",1978,,"This mural is the second to occupy this same wall. In about 1974 Frank Romero covered 200 square feet with a whimsical spray can heart. In 1978 the Citywide Mural Project brought together several s to paint OUR PEOPLE (70' x 16'). Among those involved were John Valadez, Barbara Carrasco, Glenna Boltuch (Avila), Carlos Callejo, Leo LimÂ¢n, George Yepes, and Rod Sakai. In the early 1980s that mural was destroyed when new earthquake codes required Payless Shoes to add steel H-beams and make other improvements to its unreinforced masonry building.","34.046589000000004,-118.20776799999999","Metro 251, 252, 605, Soto Street, Brooklyn Heights, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.046589,-118.207768,Nancy Tovar East LA Mural Collection,Our People,images/Tovar/21198-zz0025q4dq_1708353_thumbnail.jpg,"Yepes, George (American muralist and painter, 1955)|~|Carrasco, Barbara, 1955-|~|Sakai, Rod|~|Valadez, John (American muralist, born 1951)|~|Avila, Glenna Boltuch (American muralist, born 1953)|~|Callejo, Carlos (American muralist, born 1930)|~|LimoÌn, Leo",1978,,"This mural is the second to occupy this same wall. In about 1974 Frank Romero covered 200 square feet with a whimsical spray can heart. In 1978 the Citywide Mural Project brought together several s to paint OUR PEOPLE (70' x 16'). Among those involved were John Valadez, Barbara Carrasco, Glenna Boltuch (Avila), Carlos Callejo, Leo LimÂ¢n, George Yepes, and Rod Sakai. In the early 1980s that mural was destroyed when new earthquake codes required Payless Shoes to add steel H-beams and make other improvements to its unreinforced masonry building.","34.046589000000004,-118.20776799999999","Metro 251, 252, 605, Soto Street, Brooklyn Heights, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.046589,-118.207768,Nancy Tovar East LA Mural Collection,Our People,images/Tovar/21198-zz0025q4gr_1708356_thumbnail.jpg,"Yepes, George (American muralist and painter, 1955)|~|Carrasco, Barbara, 1955-|~|Sakai, Rod|~|Valadez, John (American muralist, born 1951)|~|Avila, Glenna Boltuch (American muralist, born 1953)|~|Callejo, Carlos (American muralist, born 1930)|~|LimoÌn, Leo",1978,,"This mural is the second to occupy this same wall. In about 1974 Frank Romero covered 200 square feet with a whimsical spray can heart. In 1978 the Citywide Mural Project brought together several s to paint OUR PEOPLE (70' x 16'). Among those involved were John Valadez, Barbara Carrasco, Glenna Boltuch (Avila), Carlos Callejo, Leo LimÂ¢n, George Yepes, and Rod Sakai. In the early 1980s that mural was destroyed when new earthquake codes required Payless Shoes to add steel H-beams and make other improvements to its unreinforced masonry building.","34.046589000000004,-118.20776799999999","Metro 251, 252, 605, Soto Street, Brooklyn Heights, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
